20,246320,13
20,213230,14
20,230720,14
20,249940,11
20,249870,14
20,245980,14
20,241990,12
20,225780,13
20,243630,15
20,220220,14
20,229030,15
20,236780,13
20,249830,14
20,233620,15
20,247220,14
20,243370,15
20,216870,15
20,249920,14
20,247130,13
20,228480,16
20,242080,12
20,249920,12
20,244840,13
20,245330,13
20,247430,14
20,244980,16
20,249470,13
20,230390,15
20,244330,15
20,241920,16
30,241820,14
30,247630,14
30,249930,10
30,236470,15
30,249920,14
30,247330,14
30,218570,14
30,249950,12
30,245720,14
30,240680,14
30,249990,8
30,209330,15
30,249930,11
30,237480,14
30,237030,16
30,249970,9
30,243220,14
30,229780,14
30,249930,11
30,249220,14
30,246480,15
30,247980,15
30,249970,12
30,242870,15
30,242970,14
30,239620,15
30,220980,16
30,232980,12
30,249940,11
30,249990,8
40,246380,15
40,240580,14
40,249470,15
40,244280,15
40,240820,15
40,249480,16
40,220220,15
40,234870,15
40,232130,12
40,249980,13
40,213130,13
40,241980,14
40,249940,10
40,237090,15
40,249880,15
40,242190,14
40,246770,15
40,245820,15
40,249340,14
40,246380,15
40,242970,14
40,238380,15
40,249980,13
40,247080,15
40,249930,13
40,239680,15
40,249180,14
40,249980,12
40,245480,13
40,229470,15
50,247880,16
50,248120,16
50,249990,11
50,220190,13
50,235870,15
50,232880,15
50,227730,14
50,246120,15
50,244830,13
50,238130,15
50,249930,11
50,249900,9
50,249930,14
50,233980,16
50,249980,11
50,222830,14
50,249980,10
50,236770,16
50,249980,13
50,249930,11
50,249990,8
50,233630,13
50,249980,8
50,245570,14
50,209880,15
50,248880,14
50,249970,15
50,249940,11
50,238470,16
50,249930,12
